tournament=1, best_loss=10.86, avg_loss=12.80, champion_idx=52, best_win_streak=1.0, record_holder_idx=0, env_step_runtime=1.97 seconds
tournament=200, best_loss=11.78, avg_loss=13.35, champion_idx=36, best_win_streak=111.0, record_holder_idx=30, env_step_runtime=1.79 seconds
tournament=201, best_loss=11.33, avg_loss=13.65, champion_idx=79, best_win_streak=112.0, record_holder_idx=30, env_step_runtime=1.93 seconds
tournament=202, best_loss=12.50, avg_loss=13.90, champion_idx=37, best_win_streak=113.0, record_holder_idx=30, env_step_runtime=1.79 seconds
tournament=203, best_loss=10.92, avg_loss=13.09, champion_idx=43, best_win_streak=114.0, record_holder_idx=30, env_step_runtime=1.87 seconds
tournament=204, best_loss=12.06, avg_loss=13.84, champion_idx=11, best_win_streak=113.0, record_holder_idx=117, env_step_runtime=1.92 seconds
tournament=205, best_loss=12.07, avg_loss=13.61, champion_idx=91, best_win_streak=113.0, record_holder_idx=92, env_step_runtime=1.83 seconds
tournament=206, best_loss=11.13, avg_loss=12.86, champion_idx=38, best_win_streak=113.0, record_holder_idx=67, env_step_runtime=1.76 seconds
tournament=207, best_loss=12.29, avg_loss=13.86, champion_idx=121, best_win_streak=114.0, record_holder_idx=67, env_step_runtime=1.76 seconds
tournament=208, best_loss=11.38, avg_loss=13.25, champion_idx=43, best_win_streak=114.0, record_holder_idx=121, env_step_runtime=1.78 seconds
tournament=209, best_loss=12.26, avg_loss=13.81, champion_idx=38, best_win_streak=114.0, record_holder_idx=59, env_step_runtime=1.77 seconds
tournament=210, best_loss=12.23, avg_loss=13.88, champion_idx=79, best_win_streak=115.0, record_holder_idx=104, env_step_runtime=2.07 seconds
tournament=211, best_loss=11.53, avg_loss=13.23, champion_idx=114, best_win_streak=115.0, record_holder_idx=16, env_step_runtime=1.85 seconds
tournament=212, best_loss=11.82, avg_loss=13.43, champion_idx=28, best_win_streak=116.0, record_holder_idx=16, env_step_runtime=1.89 seconds
tournament=213, best_loss=11.22, avg_loss=13.40, champion_idx=78, best_win_streak=117.0, record_holder_idx=16, env_step_runtime=1.83 seconds
tournament=214, best_loss=12.28, avg_loss=13.47, champion_idx=38, best_win_streak=117.0, record_holder_idx=124, env_step_runtime=1.81 seconds
tournament=215, best_loss=12.58, avg_loss=13.89, champion_idx=36, best_win_streak=118.0, record_holder_idx=124, env_step_runtime=1.78 seconds
tournament=216, best_loss=11.79, avg_loss=13.44, champion_idx=98, best_win_streak=119.0, record_holder_idx=124, env_step_runtime=1.84 seconds
tournament=217, best_loss=11.59, avg_loss=13.52, champion_idx=78, best_win_streak=119.0, record_holder_idx=122, env_step_runtime=1.81 seconds
tournament=218, best_loss=12.03, avg_loss=13.62, champion_idx=48, best_win_streak=119.0, record_holder_idx=9, env_step_runtime=1.87 seconds
tournament=219, best_loss=11.66, avg_loss=13.47, champion_idx=86, best_win_streak=119.0, record_holder_idx=17, env_step_runtime=1.97 seconds
tournament=220, best_loss=11.15, avg_loss=12.80, champion_idx=119, best_win_streak=120.0, record_holder_idx=17, env_step_runtime=1.83 seconds
tournament=221, best_loss=12.47, avg_loss=14.18, champion_idx=19, best_win_streak=121.0, record_holder_idx=119, env_step_runtime=1.75 seconds
tournament=222, best_loss=11.86, avg_loss=13.35, champion_idx=93, best_win_streak=121.0, record_holder_idx=14, env_step_runtime=1.75 seconds
tournament=223, best_loss=10.72, avg_loss=12.84, champion_idx=37, best_win_streak=122.0, record_holder_idx=109, env_step_runtime=1.77 seconds
tournament=224, best_loss=11.81, avg_loss=13.72, champion_idx=83, best_win_streak=123.0, record_holder_idx=109, env_step_runtime=2.01 seconds
tournament=225, best_loss=12.05, avg_loss=13.54, champion_idx=1, best_win_streak=123.0, record_holder_idx=39, env_step_runtime=1.84 seconds
tournament=226, best_loss=11.97, avg_loss=13.62, champion_idx=75, best_win_streak=124.0, record_holder_idx=39, env_step_runtime=1.86 seconds
tournament=227, best_loss=11.73, avg_loss=13.17, champion_idx=37, best_win_streak=125.0, record_holder_idx=88, env_step_runtime=1.78 seconds
tournament=228, best_loss=10.80, avg_loss=12.67, champion_idx=5, best_win_streak=126.0, record_holder_idx=113, env_step_runtime=1.77 seconds
tournament=229, best_loss=11.17, avg_loss=12.92, champion_idx=16, best_win_streak=125.0, record_holder_idx=26, env_step_runtime=1.84 seconds
tournament=230, best_loss=11.32, avg_loss=12.78, champion_idx=58, best_win_streak=126.0, record_holder_idx=57, env_step_runtime=1.83 seconds
tournament=231, best_loss=11.64, avg_loss=13.75, champion_idx=80, best_win_streak=127.0, record_holder_idx=96, env_step_runtime=1.82 seconds
tournament=232, best_loss=11.82, avg_loss=13.90, champion_idx=3, best_win_streak=128.0, record_holder_idx=96, env_step_runtime=1.76 seconds
tournament=233, best_loss=12.14, avg_loss=13.67, champion_idx=26, best_win_streak=129.0, record_holder_idx=96, env_step_runtime=1.97 seconds
tournament=234, best_loss=12.05, avg_loss=13.60, champion_idx=77, best_win_streak=128.0, record_holder_idx=2, env_step_runtime=1.86 seconds
tournament=235, best_loss=11.53, avg_loss=13.48, champion_idx=16, best_win_streak=129.0, record_holder_idx=2, env_step_runtime=1.79 seconds
tournament=236, best_loss=11.96, avg_loss=13.78, champion_idx=98, best_win_streak=129.0, record_holder_idx=53, env_step_runtime=2.03 seconds
tournament=237, best_loss=11.88, avg_loss=13.25, champion_idx=36, best_win_streak=130.0, record_holder_idx=53, env_step_runtime=1.86 seconds
tournament=238, best_loss=11.67, avg_loss=13.77, champion_idx=35, best_win_streak=131.0, record_holder_idx=122, env_step_runtime=1.86 seconds
tournament=239, best_loss=12.06, avg_loss=13.56, champion_idx=85, best_win_streak=131.0, record_holder_idx=17, env_step_runtime=1.81 seconds
tournament=240, best_loss=11.62, avg_loss=13.50, champion_idx=78, best_win_streak=132.0, record_holder_idx=17, env_step_runtime=1.81 seconds
tournament=241, best_loss=11.48, avg_loss=13.08, champion_idx=82, best_win_streak=132.0, record_holder_idx=78, env_step_runtime=1.78 seconds
tournament=242, best_loss=10.76, avg_loss=12.93, champion_idx=27, best_win_streak=133.0, record_holder_idx=78, env_step_runtime=1.87 seconds
tournament=243, best_loss=11.61, avg_loss=13.17, champion_idx=75, best_win_streak=134.0, record_holder_idx=78, env_step_runtime=1.74 seconds
tournament=244, best_loss=11.48, avg_loss=13.86, champion_idx=105, best_win_streak=134.0, record_holder_idx=96, env_step_runtime=1.76 seconds
tournament=245, best_loss=11.33, avg_loss=13.20, champion_idx=46, best_win_streak=134.0, record_holder_idx=19, env_step_runtime=1.95 seconds
tournament=246, best_loss=12.13, avg_loss=14.12, champion_idx=121, best_win_streak=135.0, record_holder_idx=19, env_step_runtime=1.84 seconds
tournament=247, best_loss=11.53, avg_loss=13.38, champion_idx=37, best_win_streak=136.0, record_holder_idx=19, env_step_runtime=1.86 seconds
tournament=248, best_loss=11.62, avg_loss=13.59, champion_idx=59, best_win_streak=136.0, record_holder_idx=40, env_step_runtime=1.82 seconds
tournament=249, best_loss=11.91, avg_loss=13.46, champion_idx=10, best_win_streak=135.0, record_holder_idx=66, env_step_runtime=1.79 seconds
tournament=250, best_loss=12.00, avg_loss=13.68, champion_idx=96, best_win_streak=136.0, record_holder_idx=66, env_step_runtime=1.85 seconds
tournament=251, best_loss=11.20, avg_loss=12.61, champion_idx=78, best_win_streak=137.0, record_holder_idx=66, env_step_runtime=1.77 seconds
tournament=252, best_loss=11.77, avg_loss=13.58, champion_idx=105, best_win_streak=138.0, record_holder_idx=66, env_step_runtime=1.97 seconds
tournament=253, best_loss=10.99, avg_loss=13.33, champion_idx=40, best_win_streak=139.0, record_holder_idx=66, env_step_runtime=1.84 seconds
tournament=254, best_loss=12.13, avg_loss=13.62, champion_idx=8, best_win_streak=137.0, record_holder_idx=103, env_step_runtime=1.97 seconds
tournament=255, best_loss=10.23, avg_loss=12.70, champion_idx=19, best_win_streak=137.0, record_holder_idx=74, env_step_runtime=1.79 seconds
tournament=256, best_loss=11.61, avg_loss=13.25, champion_idx=122, best_win_streak=138.0, record_holder_idx=112, env_step_runtime=1.88 seconds
tournament=257, best_loss=11.64, avg_loss=13.24, champion_idx=100, best_win_streak=139.0, record_holder_idx=112, env_step_runtime=1.81 seconds
tournament=258, best_loss=11.87, avg_loss=13.78, champion_idx=51, best_win_streak=140.0, record_holder_idx=112, env_step_runtime=1.80 seconds
tournament=259, best_loss=11.61, avg_loss=13.16, champion_idx=119, best_win_streak=140.0, record_holder_idx=8, env_step_runtime=1.74 seconds
tournament=260, best_loss=12.00, avg_loss=13.42, champion_idx=53, best_win_streak=141.0, record_holder_idx=8, env_step_runtime=1.93 seconds
tournament=261, best_loss=11.46, avg_loss=13.15, champion_idx=67, best_win_streak=141.0, record_holder_idx=17, env_step_runtime=1.85 seconds
tournament=262, best_loss=11.31, avg_loss=13.23, champion_idx=47, best_win_streak=142.0, record_holder_idx=50, env_step_runtime=2.03 seconds
tournament=263, best_loss=11.37, avg_loss=13.75, champion_idx=116, best_win_streak=143.0, record_holder_idx=53, env_step_runtime=1.84 seconds
tournament=264, best_loss=11.96, avg_loss=13.55, champion_idx=9, best_win_streak=143.0, record_holder_idx=28, env_step_runtime=1.86 seconds
tournament=265, best_loss=11.53, avg_loss=13.33, champion_idx=102, best_win_streak=143.0, record_holder_idx=7, env_step_runtime=1.81 seconds
tournament=266, best_loss=11.90, avg_loss=13.69, champion_idx=106, best_win_streak=144.0, record_holder_idx=44, env_step_runtime=1.78 seconds
tournament=267, best_loss=11.65, avg_loss=13.34, champion_idx=75, best_win_streak=145.0, record_holder_idx=54, env_step_runtime=1.91 seconds
tournament=268, best_loss=11.70, avg_loss=13.25, champion_idx=28, best_win_streak=146.0, record_holder_idx=54, env_step_runtime=1.75 seconds
tournament=269, best_loss=11.25, avg_loss=13.46, champion_idx=45, best_win_streak=146.0, record_holder_idx=59, env_step_runtime=1.77 seconds
tournament=270, best_loss=11.95, avg_loss=13.31, champion_idx=20, best_win_streak=147.0, record_holder_idx=59, env_step_runtime=1.76 seconds
tournament=271, best_loss=11.89, avg_loss=13.68, champion_idx=106, best_win_streak=148.0, record_holder_idx=59, env_step_runtime=1.85 seconds
tournament=272, best_loss=12.10, avg_loss=13.44, champion_idx=110, best_win_streak=148.0, record_holder_idx=101, env_step_runtime=1.80 seconds
tournament=273, best_loss=11.65, avg_loss=13.23, champion_idx=122, best_win_streak=149.0, record_holder_idx=101, env_step_runtime=1.76 seconds
tournament=274, best_loss=11.30, avg_loss=13.05, champion_idx=74, best_win_streak=150.0, record_holder_idx=101, env_step_runtime=1.78 seconds
tournament=275, best_loss=11.43, avg_loss=13.21, champion_idx=118, best_win_streak=149.0, record_holder_idx=64, env_step_runtime=1.79 seconds
tournament=276, best_loss=11.61, avg_loss=13.61, champion_idx=0, best_win_streak=146.0, record_holder_idx=53, env_step_runtime=1.89 seconds
tournament=277, best_loss=11.80, avg_loss=13.28, champion_idx=122, best_win_streak=147.0, record_holder_idx=53, env_step_runtime=1.85 seconds
tournament=278, best_loss=12.18, avg_loss=13.71, champion_idx=107, best_win_streak=147.0, record_holder_idx=9, env_step_runtime=1.82 seconds
tournament=279, best_loss=11.31, avg_loss=13.07, champion_idx=109, best_win_streak=148.0, record_holder_idx=9, env_step_runtime=1.81 seconds
tournament=280, best_loss=12.19, avg_loss=13.60, champion_idx=106, best_win_streak=148.0, record_holder_idx=28, env_step_runtime=1.90 seconds
tournament=281, best_loss=12.06, avg_loss=13.63, champion_idx=61, best_win_streak=149.0, record_holder_idx=28, env_step_runtime=1.77 seconds
tournament=282, best_loss=11.37, avg_loss=13.67, champion_idx=63, best_win_streak=149.0, record_holder_idx=31, env_step_runtime=1.80 seconds
tournament=283, best_loss=11.70, avg_loss=13.32, champion_idx=68, best_win_streak=150.0, record_holder_idx=31, env_step_runtime=1.76 seconds
tournament=284, best_loss=11.41, avg_loss=13.39, champion_idx=125, best_win_streak=151.0, record_holder_idx=31, env_step_runtime=2.04 seconds
tournament=285, best_loss=11.72, avg_loss=13.55, champion_idx=94, best_win_streak=150.0, record_holder_idx=61, env_step_runtime=1.84 seconds
tournament=286, best_loss=11.75, avg_loss=13.71, champion_idx=51, best_win_streak=151.0, record_holder_idx=61, env_step_runtime=1.96 seconds
tournament=287, best_loss=12.04, avg_loss=14.18, champion_idx=77, best_win_streak=152.0, record_holder_idx=61, env_step_runtime=1.82 seconds
tournament=288, best_loss=11.65, avg_loss=13.28, champion_idx=83, best_win_streak=153.0, record_holder_idx=61, env_step_runtime=1.78 seconds
tournament=289, best_loss=11.62, avg_loss=13.42, champion_idx=115, best_win_streak=153.0, record_holder_idx=30, env_step_runtime=1.85 seconds
tournament=290, best_loss=11.09, avg_loss=13.10, champion_idx=2, best_win_streak=154.0, record_holder_idx=30, env_step_runtime=3.05 seconds
tournament=291, best_loss=11.35, avg_loss=13.21, champion_idx=60, best_win_streak=154.0, record_holder_idx=91, env_step_runtime=1.83 seconds
tournament=292, best_loss=11.58, avg_loss=13.30, champion_idx=110, best_win_streak=155.0, record_holder_idx=91, env_step_runtime=1.98 seconds
tournament=293, best_loss=12.00, avg_loss=13.73, champion_idx=86, best_win_streak=156.0, record_holder_idx=91, env_step_runtime=1.81 seconds
tournament=294, best_loss=12.27, avg_loss=13.58, champion_idx=35, best_win_streak=157.0, record_holder_idx=91, env_step_runtime=1.77 seconds
tournament=295, best_loss=11.38, avg_loss=13.11, champion_idx=82, best_win_streak=157.0, record_holder_idx=16, env_step_runtime=1.86 seconds
tournament=296, best_loss=11.56, avg_loss=13.30, champion_idx=44, best_win_streak=157.0, record_holder_idx=9, env_step_runtime=1.76 seconds
tournament=297, best_loss=12.11, avg_loss=13.67, champion_idx=87, best_win_streak=158.0, record_holder_idx=9, env_step_runtime=1.94 seconds
tournament=298, best_loss=11.94, avg_loss=13.36, champion_idx=56, best_win_streak=159.0, record_holder_idx=9, env_step_runtime=1.76 seconds
tournament=299, best_loss=12.10, avg_loss=14.07, champion_idx=117, best_win_streak=160.0, record_holder_idx=9, env_step_runtime=1.83 seconds
tournament=300, best_loss=11.98, avg_loss=13.28, champion_idx=21, best_win_streak=161.0, record_holder_idx=9, env_step_runtime=1.77 seconds
tournament=301, best_loss=11.76, avg_loss=12.95, champion_idx=11, best_win_streak=161.0, record_holder_idx=4, env_step_runtime=2.07 seconds
tournament=302, best_loss=11.94, avg_loss=13.46, champion_idx=49, best_win_streak=162.0, record_holder_idx=4, env_step_runtime=1.79 seconds
tournament=303, best_loss=12.15, avg_loss=13.79, champion_idx=62, best_win_streak=163.0, record_holder_idx=4, env_step_runtime=1.80 seconds
tournament=304, best_loss=11.55, avg_loss=13.23, champion_idx=55, best_win_streak=163.0, record_holder_idx=17, env_step_runtime=1.83 seconds
tournament=305, best_loss=12.35, avg_loss=13.93, champion_idx=73, best_win_streak=164.0, record_holder_idx=17, env_step_runtime=1.74 seconds
tournament=306, best_loss=12.22, avg_loss=13.82, champion_idx=81, best_win_streak=164.0, record_holder_idx=7, env_step_runtime=2.01 seconds
tournament=307, best_loss=11.13, avg_loss=12.76, champion_idx=30, best_win_streak=164.0, record_holder_idx=43, env_step_runtime=1.79 seconds
tournament=308, best_loss=12.12, avg_loss=13.51, champion_idx=33, best_win_streak=164.0, record_holder_idx=41, env_step_runtime=1.76 seconds
tournament=309, best_loss=12.04, avg_loss=13.89, champion_idx=72, best_win_streak=165.0, record_holder_idx=41, env_step_runtime=1.75 seconds
tournament=310, best_loss=11.94, avg_loss=13.94, champion_idx=57, best_win_streak=166.0, record_holder_idx=41, env_step_runtime=1.93 seconds
tournament=311, best_loss=12.51, avg_loss=14.27, champion_idx=77, best_win_streak=166.0, record_holder_idx=39, env_step_runtime=1.94 seconds
tournament=312, best_loss=11.83, avg_loss=13.68, champion_idx=106, best_win_streak=167.0, record_holder_idx=39, env_step_runtime=1.88 seconds
tournament=313, best_loss=11.66, avg_loss=13.64, champion_idx=33, best_win_streak=167.0, record_holder_idx=68, env_step_runtime=1.82 seconds
tournament=314, best_loss=11.47, avg_loss=13.53, champion_idx=32, best_win_streak=168.0, record_holder_idx=68, env_step_runtime=1.76 seconds
tournament=315, best_loss=10.57, avg_loss=13.20, champion_idx=95, best_win_streak=169.0, record_holder_idx=68, env_step_runtime=1.80 seconds
tournament=316, best_loss=12.56, avg_loss=13.81, champion_idx=119, best_win_streak=170.0, record_holder_idx=68, env_step_runtime=1.87 seconds
tournament=317, best_loss=11.49, avg_loss=13.53, champion_idx=116, best_win_streak=170.0, record_holder_idx=61, env_step_runtime=1.91 seconds
tournament=318, best_loss=12.19, avg_loss=13.90, champion_idx=14, best_win_streak=170.0, record_holder_idx=48, env_step_runtime=1.80 seconds
tournament=319, best_loss=11.40, avg_loss=13.47, champion_idx=20, best_win_streak=171.0, record_holder_idx=48, env_step_runtime=1.83 seconds
tournament=320, best_loss=12.25, avg_loss=13.84, champion_idx=93, best_win_streak=171.0, record_holder_idx=8, env_step_runtime=1.98 seconds
tournament=321, best_loss=11.81, avg_loss=13.68, champion_idx=43, best_win_streak=172.0, record_holder_idx=8, env_step_runtime=1.74 seconds
tournament=322, best_loss=12.33, avg_loss=14.30, champion_idx=46, best_win_streak=173.0, record_holder_idx=8, env_step_runtime=1.75 seconds
tournament=323, best_loss=11.63, avg_loss=13.02, champion_idx=80, best_win_streak=174.0, record_holder_idx=8, env_step_runtime=1.74 seconds
tournament=324, best_loss=11.58, avg_loss=13.20, champion_idx=49, best_win_streak=175.0, record_holder_idx=8, env_step_runtime=2.06 seconds
tournament=325, best_loss=11.40, avg_loss=13.11, champion_idx=67, best_win_streak=176.0, record_holder_idx=8, env_step_runtime=1.77 seconds
tournament=326, best_loss=12.44, avg_loss=13.92, champion_idx=12, best_win_streak=176.0, record_holder_idx=26, env_step_runtime=1.84 seconds
tournament=327, best_loss=11.13, avg_loss=12.93, champion_idx=57, best_win_streak=176.0, record_holder_idx=58, env_step_runtime=2.12 seconds
tournament=328, best_loss=10.95, avg_loss=13.54, champion_idx=48, best_win_streak=176.0, record_holder_idx=54, env_step_runtime=1.85 seconds
tournament=329, best_loss=11.54, avg_loss=13.32, champion_idx=104, best_win_streak=177.0, record_holder_idx=87, env_step_runtime=1.83 seconds
tournament=330, best_loss=11.73, avg_loss=13.79, champion_idx=46, best_win_streak=178.0, record_holder_idx=87, env_step_runtime=1.79 seconds
tournament=331, best_loss=12.64, avg_loss=14.15, champion_idx=96, best_win_streak=178.0, record_holder_idx=31, env_step_runtime=1.84 seconds
tournament=332, best_loss=12.29, avg_loss=14.22, champion_idx=12, best_win_streak=178.0, record_holder_idx=0, env_step_runtime=1.75 seconds
tournament=333, best_loss=11.39, avg_loss=13.32, champion_idx=70, best_win_streak=176.0, record_holder_idx=53, env_step_runtime=1.93 seconds
tournament=334, best_loss=11.86, avg_loss=13.66, champion_idx=49, best_win_streak=176.0, record_holder_idx=92, env_step_runtime=1.74 seconds
tournament=335, best_loss=12.07, avg_loss=13.54, champion_idx=9, best_win_streak=177.0, record_holder_idx=92, env_step_runtime=1.90 seconds
tournament=336, best_loss=11.79, avg_loss=13.29, champion_idx=108, best_win_streak=178.0, record_holder_idx=92, env_step_runtime=1.77 seconds
tournament=337, best_loss=12.26, avg_loss=14.23, champion_idx=87, best_win_streak=178.0, record_holder_idx=19, env_step_runtime=1.78 seconds
tournament=338, best_loss=12.59, avg_loss=14.24, champion_idx=88, best_win_streak=179.0, record_holder_idx=19, env_step_runtime=1.83 seconds
tournament=339, best_loss=11.39, avg_loss=13.01, champion_idx=66, best_win_streak=180.0, record_holder_idx=19, env_step_runtime=1.78 seconds
tournament=340, best_loss=11.40, avg_loss=13.48, champion_idx=26, best_win_streak=181.0, record_holder_idx=19, env_step_runtime=1.84 seconds
tournament=341, best_loss=11.49, avg_loss=13.06, champion_idx=37, best_win_streak=180.0, record_holder_idx=56, env_step_runtime=1.78 seconds
tournament=342, best_loss=11.79, avg_loss=13.61, champion_idx=112, best_win_streak=181.0, record_holder_idx=56, env_step_runtime=1.82 seconds
tournament=343, best_loss=11.54, avg_loss=13.45, champion_idx=96, best_win_streak=182.0, record_holder_idx=56, env_step_runtime=1.82 seconds
tournament=344, best_loss=11.02, avg_loss=12.83, champion_idx=120, best_win_streak=182.0, record_holder_idx=14, env_step_runtime=1.90 seconds
tournament=345, best_loss=11.68, avg_loss=13.81, champion_idx=64, best_win_streak=182.0, record_holder_idx=120, env_step_runtime=1.79 seconds
tournament=346, best_loss=11.12, avg_loss=12.98, champion_idx=28, best_win_streak=182.0, record_holder_idx=92, env_step_runtime=1.88 seconds
tournament=347, best_loss=11.38, avg_loss=13.17, champion_idx=26, best_win_streak=183.0, record_holder_idx=92, env_step_runtime=1.79 seconds
tournament=348, best_loss=11.37, avg_loss=13.21, champion_idx=115, best_win_streak=184.0, record_holder_idx=92, env_step_runtime=1.99 seconds
tournament=349, best_loss=11.79, avg_loss=13.62, champion_idx=13, best_win_streak=185.0, record_holder_idx=102, env_step_runtime=1.91 seconds
tournament=350, best_loss=11.90, avg_loss=13.81, champion_idx=49, best_win_streak=186.0, record_holder_idx=102, env_step_runtime=1.81 seconds
tournament=351, best_loss=11.81, avg_loss=13.43, champion_idx=82, best_win_streak=185.0, record_holder_idx=88, env_step_runtime=1.77 seconds
tournament=352, best_loss=11.19, avg_loss=13.19, champion_idx=23, best_win_streak=186.0, record_holder_idx=88, env_step_runtime=1.95 seconds
tournament=353, best_loss=12.21, avg_loss=14.16, champion_idx=66, best_win_streak=187.0, record_holder_idx=88, env_step_runtime=1.82 seconds
tournament=354, best_loss=11.26, avg_loss=13.63, champion_idx=18, best_win_streak=187.0, record_holder_idx=57, env_step_runtime=1.75 seconds
tournament=355, best_loss=12.42, avg_loss=14.05, champion_idx=71, best_win_streak=188.0, record_holder_idx=57, env_step_runtime=1.99 seconds
tournament=356, best_loss=11.34, avg_loss=13.15, champion_idx=120, best_win_streak=188.0, record_holder_idx=44, env_step_runtime=1.81 seconds
tournament=357, best_loss=12.05, avg_loss=13.85, champion_idx=45, best_win_streak=189.0, record_holder_idx=75, env_step_runtime=1.79 seconds
tournament=358, best_loss=11.72, avg_loss=12.95, champion_idx=100, best_win_streak=189.0, record_holder_idx=16, env_step_runtime=1.86 seconds
tournament=359, best_loss=11.00, avg_loss=12.95, champion_idx=46, best_win_streak=190.0, record_holder_idx=27, env_step_runtime=1.77 seconds
tournament=360, best_loss=11.82, avg_loss=13.23, champion_idx=16, best_win_streak=191.0, record_holder_idx=120, env_step_runtime=1.77 seconds
tournament=361, best_loss=11.80, avg_loss=13.35, champion_idx=70, best_win_streak=191.0, record_holder_idx=17, env_step_runtime=1.87 seconds
tournament=362, best_loss=12.12, avg_loss=14.25, champion_idx=44, best_win_streak=192.0, record_holder_idx=82, env_step_runtime=1.77 seconds
tournament=363, best_loss=12.15, avg_loss=13.67, champion_idx=60, best_win_streak=191.0, record_holder_idx=9, env_step_runtime=1.78 seconds
tournament=364, best_loss=11.43, avg_loss=13.60, champion_idx=46, best_win_streak=192.0, record_holder_idx=16, env_step_runtime=1.95 seconds
tournament=365, best_loss=12.10, avg_loss=13.93, champion_idx=0, best_win_streak=193.0, record_holder_idx=90, env_step_runtime=1.79 seconds
tournament=366, best_loss=11.36, avg_loss=13.18, champion_idx=28, best_win_streak=194.0, record_holder_idx=90, env_step_runtime=1.79 seconds
tournament=367, best_loss=11.54, avg_loss=13.26, champion_idx=82, best_win_streak=195.0, record_holder_idx=90, env_step_runtime=1.93 seconds
tournament=368, best_loss=12.29, avg_loss=13.79, champion_idx=96, best_win_streak=196.0, record_holder_idx=90, env_step_runtime=1.78 seconds
tournament=369, best_loss=11.89, avg_loss=13.83, champion_idx=91, best_win_streak=194.0, record_holder_idx=54, env_step_runtime=1.86 seconds
tournament=370, best_loss=12.29, avg_loss=14.34, champion_idx=65, best_win_streak=195.0, record_holder_idx=54, env_step_runtime=1.75 seconds
tournament=371, best_loss=11.91, avg_loss=13.56, champion_idx=12, best_win_streak=196.0, record_holder_idx=54, env_step_runtime=1.78 seconds
tournament=372, best_loss=11.54, avg_loss=13.53, champion_idx=44, best_win_streak=197.0, record_holder_idx=85, env_step_runtime=1.77 seconds
tournament=373, best_loss=11.04, avg_loss=13.20, champion_idx=112, best_win_streak=197.0, record_holder_idx=23, env_step_runtime=1.91 seconds
tournament=374, best_loss=11.38, avg_loss=12.97, champion_idx=104, best_win_streak=198.0, record_holder_idx=84, env_step_runtime=1.86 seconds
tournament=375, best_loss=11.60, avg_loss=13.31, champion_idx=3, best_win_streak=198.0, record_holder_idx=60, env_step_runtime=1.88 seconds
tournament=376, best_loss=11.77, avg_loss=13.87, champion_idx=124, best_win_streak=199.0, record_holder_idx=105, env_step_runtime=1.92 seconds
tournament=377, best_loss=12.33, avg_loss=14.14, champion_idx=36, best_win_streak=199.0, record_holder_idx=34, env_step_runtime=1.76 seconds
tournament=378, best_loss=11.77, avg_loss=13.57, champion_idx=101, best_win_streak=200.0, record_holder_idx=34, env_step_runtime=1.84 seconds
tournament=379, best_loss=11.41, avg_loss=12.92, champion_idx=3, best_win_streak=201.0, record_holder_idx=34, env_step_runtime=1.84 seconds
tournament=380, best_loss=12.06, avg_loss=13.75, champion_idx=115, best_win_streak=202.0, record_holder_idx=34, env_step_runtime=1.77 seconds
tournament=381, best_loss=11.71, avg_loss=13.19, champion_idx=15, best_win_streak=202.0, record_holder_idx=85, env_step_runtime=1.87 seconds
tournament=382, best_loss=11.00, avg_loss=13.07, champion_idx=73, best_win_streak=200.0, record_holder_idx=38, env_step_runtime=1.87 seconds
tournament=383, best_loss=11.88, avg_loss=13.36, champion_idx=14, best_win_streak=201.0, record_holder_idx=38, env_step_runtime=1.97 seconds
tournament=384, best_loss=11.57, avg_loss=13.27, champion_idx=102, best_win_streak=202.0, record_holder_idx=38, env_step_runtime=1.78 seconds
tournament=385, best_loss=11.69, avg_loss=13.83, champion_idx=85, best_win_streak=203.0, record_holder_idx=38, env_step_runtime=1.87 seconds
tournament=386, best_loss=11.54, avg_loss=13.02, champion_idx=16, best_win_streak=203.0, record_holder_idx=6, env_step_runtime=1.79 seconds
tournament=387, best_loss=11.07, avg_loss=12.88, champion_idx=103, best_win_streak=204.0, record_holder_idx=16, env_step_runtime=1.80 seconds
tournament=388, best_loss=11.31, avg_loss=12.87, champion_idx=100, best_win_streak=205.0, record_holder_idx=16, env_step_runtime=1.77 seconds
tournament=389, best_loss=11.42, avg_loss=13.05, champion_idx=95, best_win_streak=204.0, record_holder_idx=99, env_step_runtime=1.95 seconds
tournament=390, best_loss=11.60, avg_loss=13.25, champion_idx=0, best_win_streak=204.0, record_holder_idx=31, env_step_runtime=1.76 seconds
tournament=391, best_loss=11.66, avg_loss=13.19, champion_idx=62, best_win_streak=205.0, record_holder_idx=31, env_step_runtime=1.93 seconds
tournament=392, best_loss=11.76, avg_loss=13.05, champion_idx=76, best_win_streak=205.0, record_holder_idx=8, env_step_runtime=1.77 seconds
tournament=393, best_loss=11.46, avg_loss=13.93, champion_idx=23, best_win_streak=205.0, record_holder_idx=9, env_step_runtime=1.76 seconds
tournament=394, best_loss=11.89, avg_loss=13.40, champion_idx=105, best_win_streak=206.0, record_holder_idx=9, env_step_runtime=1.76 seconds
tournament=395, best_loss=12.10, avg_loss=13.81, champion_idx=127, best_win_streak=207.0, record_holder_idx=9, env_step_runtime=1.86 seconds
tournament=396, best_loss=11.13, avg_loss=13.52, champion_idx=92, best_win_streak=207.0, record_holder_idx=65, env_step_runtime=1.84 seconds
tournament=397, best_loss=11.37, avg_loss=13.60, champion_idx=96, best_win_streak=207.0, record_holder_idx=5, env_step_runtime=1.90 seconds
tournament=398, best_loss=10.76, avg_loss=12.34, champion_idx=77, best_win_streak=208.0, record_holder_idx=5, env_step_runtime=1.81 seconds
